,Job Title,Location,Data,Link,Job Attibutes,Job Descripts
114,Special Education Teacher," (Canton, MA)",Dec-18,https://boston.craigslist.org/sob/edu/d/special-education-teacher/6775747979.html,"
compensation: $ 50,000/yr

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Special education school in Canton, MA (www.judgerc.org) seeks fully MASS licensed Special Needs teachers (Moderate Disabilities 5-12 or Severe all levels) starting at $50,000. Excellent benefits.  Vacation buyback option and tuition reimbursement. Small classes. Team environment. Great teaching resources/support. State-of-the-art behavioral teaching systems.  

The Judge Rotenberg Center currently has a partnership with the Bay Path University to provide educational benefits to staff members. This opportunity is for individuals who would like to pursue a dual masters in Special Education and Applied Behavior Analysis. This partnership allows JRC staff members to work full time while going to school at a reduced tuition rate. Classes are held at the JRC providing added convenience.

Please call Justin at (781) 828-2202, email j.halton@judgerc.org or fax resume to 781-828-7547. EOE/AA  

"
115,Office Technology Teacher Vocational Teacher," (Canton, MA)",Dec-18,https://boston.craigslist.org/sob/edu/d/office-technology-teacher-vocational/6775744727.html,"
compensation: salary negotiable

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Special Education School in Canton, MA (www.judgerc.org) seeks full-time teacher to teach students individually or in small groups in specific trade skills areas. Must be MA licensed (9-14).  Salary negotiable, excellent benefits. Great teacher resources, support available.  Call Justin 781-828-2202 ext. 2293 and send cover letter and resume to j.halton@judgerc.org or fax to (781) 828-7547. EOE/AA 

"
116,Instructional Para-Professional," (Canton, MA)",Dec-18,https://boston.craigslist.org/sob/edu/d/instructional-para-professional/6775743939.html,"
compensation: $14.50/hr

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Private residential school in Canton MA (www.judgerc.org) seeking individuals interested in working with students with moderate to severe disabilities. Paraprofessionals provide assistance to teachers and other school personnel in the delivery of quality education and behavioral support services for students in an array of classroom settings. This position is responsible for providing instructional assistance, behavioral support as well as implementation of effective classroom strategies and procedures under the direction of classroom teachers and/or other school personnel. A high level of professionalism and ethical behavior is expected, consistent with the job duties and responsibilities of a paraprofessional. 

Applicants must possess a high school diploma or equivalent; AND one of the following: an Associate's (or higher) degree; OR completion of 48 credit hours at an Institution of Higher Education. Competitive pay, excellent benefits and training provided. Contact Stephan Odhiambo at s.odhiambo@judgerc.org or 781-828-2202 or Marisol Nichols at m.nichols@judgerc.org or 781-828-2202

"
117,Spanish Teacher," (Canton, MA)",Dec-18,https://boston.craigslist.org/sob/edu/d/spanish-teacher/6775742526.html,"
compensation: salary negotiable

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Special Education School in Canton, MA (www.judgerc.org) seeks full-time teacher. Must be MASS Licensed in Spanish. Tutor up to 15 students individually or in small groups where appropriate. Salary negotiable, excellent benefits. Great teacher resources, support available. Call Justin at 781-828-2202, send cover letter and resume to j.halton@judgerc.org or fax to (781) 828-7547.EOE/AA 

"
118,"Certified Reading, Math and SAT Instructors for Sylvan Learning", (Brookline),Dec-18,https://boston.craigslist.org/gbs/edu/d/boston-certified-reading-math-and-sat/6775700142.html,"
compensation: 14-16

employment type: part-time

","

QR Code Link to This Post


At Sylvan, we are building academic confidence, igniting intellectual curiosity, and inspiring the love of learning. We believe education is everything. A child's future depends on a solid education and a love of learning. We teach our students how to learn, so they build confidence and develop the skills needed to achieve success in school and beyond.

Making sure learning clicks for each child isn't always easy, but it's exactly what we love. When you choose Sylvan as a career, you join a group of caring, bright and motivated people who share a passion for making learning personal and inspiring kids to thrive. Join us in changing lives!

Sylvan Learning is a franchise organization and is the leading provider of tutoring to students of all ages, grades and skill levels with more than 700 centers located throughout North America.

Are you an energetic, flexible team player with a positive attitude and willingness to go beyond the scope of the job to help your team meet its objectives? Are you looking for a Company where you can grow and develop your career while building a skill set that will last a lifetime?

Then we want you!

DESCRIPTION 
Sylvan is looking for part-time tutors in Reading and Math! As a part-time Sylvan Instructor, you will be trained on the Sylvan curriculum and given the tools to teach in a small group, 3:1 setting. You will provide personalized instruction in the subjects you are qualified to and wish to teach. Day, evening and weekend hours available. If you aspire to inspire, then we want you on our team. As a successful teacher you will:

-Teach using Sylvan based programs 
-Supervise, interact with and motivate students during instruction hour while they work with equipment and materials 
-Reward students for completed assignments 
-Evaluate and document student progress 
-Communicate student needs to the center manager

Inspire Students: 
- Develop rapport with students and establishes a fun learning environment 
-Maintain a positive attitude and demonstrate enthusiasm for teaching and Sylvan

Requirements:
- Minimum 1 year of teaching or tutoring experience 
-State level teaching credential or certification (current or expired)
-Bachelor's degree in engineering, mathematics or a related subject may qualify you for a math position, if you do not have a teaching credential


What you get in return: 
As a Sylvan team member, you'll work in a fast-paced environment and make an impact on our business, watching your Learning Center grow! 
$14-16/hour

APPLY NOW:
https://recruiting.ultipro.com/EDU1003SLVN/JobBoard/ba553eba-453e-4c15-9692-71541e794302/OpportunityDetail?opportunityId=51b2a4df-3791-4cf1-9759-fe86eae533ae "
119,Early Childhood Educators Wanted (EEC Certifications Required), (Wellesley),Dec-18,https://boston.craigslist.org/bmw/edu/d/wellesley-early-childhood-educators/6775653125.html,"
compensation: $17-$30/hour depending on education and experience

employment type: full-time

non-profit organization

","

QR Code Link to This Post


The Wellesley Community Children's Center's (WCCC) Early Childhood is currently hiring! Known for teacher longevity and high program quality (currently a QRIS Level 3 and seeking Level 4), the center is located on the picturesque campus of Wellesley College.

WCCC is well known for its caring, committed and talented professional staff and boasts a remarkably high teacher retention rate. With our emergent curriculum model, we create innovative, dynamic, safe and nurturing classroom communities.



Position: Infant Two Classroom Teacher
The Infant Two teacher will work as part of a four-person team caring for seven older infants whose ages range from 11-18 months old. Typically, two teachers care for seven children with an additional part-time support staff member to round out the ratios.

Start Date: January 2019 (flexible)

Hours: 35 hours each week for 12 months; 30 in the classroom, 5 hours of paid planning time. 
Most likely, there would be three afternoon shifts from 12:00-6:00 and two morning shifts of 7:30-1:30 and 8:00-2:00.



Position: Floating In-House Substitute Teacher
Our In-House Floating Substitute teachers cover all scheduled teacher absences within our seven classrooms (two infant, two toddler, two preschool, one pre-kindergarten). This is a full-time position and the candidate ultimately chosen to fill the position would ideally have experience with all ages and be willing to work with a wide variety of teams.

Start Date: January 2019 (flexible)

Hours: 35 hours each week for 12 months.



Teacher Benefits:

Days off include the week between Christmas and New Year's and all legal holidays
Teacher receive 26 days of paid leave time to cover needed vacation or sick days
First year benefits include health (WCCC pays 75% of individual plan for first year teachers and 90% beginning at your second year), dental and disability insurance.
Discounted tuition for children enrolled in our early childhood and after school programs as well as free vacation week care for elementary school-age children.
Partial tuition benefits for employees enrolled in qualified continuing education courses.
Employees can join a Credit Union or sign up for a cafeteria benefits plan.
As members of the Wellesley College community, WCCC teachers have access to college facilities and programs.
In addition to on-site trainings, first aid & CPR and fingerprinting, WCCC pays for staff to attend conferences and workshops to attain required professional development hours.


We are looking for teachers who:

Are passionate about teaching young children
Have strong communication and collaboration skills
Possess patience, empathy and a supportive attitude toward children and their families
Are flexible and able to adapt to program and schedule changes
Can create and implement emergent curriculum
Work well as a part of a team


Job Responsibilities include:

Classroom supervision and management
Observation and assessment of young children
Curriculum planning
Design and upkeep of the classroom environment
Strong writing skills-conference reports, parent communication and newsletters 
Supervision and training of Wellesley College students
Creating and implementing a Personal Professional Development Plan


Other Qualifications:

Have a minimum of a bachelor's degree
Meet EEC teacher or lead teacher requirements
Have experience working with young children
Must successfully pass a CORI, SORI, DCF, and Fingerprinting Check
Must be physically able to perform the role of a teacher of young, active children


For more information about our programs please visit our website (www.wccc.wellesley.edu) and Facebook page (www.facebook.com/wcccinc).

Please e-mail resume and cover letter to be considered for these positions. "
120,EEC Certified Infant/Toddler Teacher, (Somerville),Dec-18,https://boston.craigslist.org/gbs/edu/d/eec-certified-infant-toddler-teacher/6775568262.html,"
compensation: Competitive

employment type: full-time

","

QR Code Link to This Post


Bigelow is a cooperative, NAEYC accredited early learning center serving children ages 3 months through 5 years. Our teachers are highly valued as partners in children's development. We have a focus on excellence and value leadership and self-starters who can share their knowledge and creativity. Our Infant/Toddler classroom is amazing. There are 8 infant/toddlers on any given day with three teachers dedicated to the classroom.  We believe that even our very youngest children are competent, capable learners and are dedicated to the Reggio Emilia principles that teachers and families are important partners in learning.  

Bigelow is currently seeking a full time EEC certified Infant/Toddler Teacher for an 8:30 to 3:30 position in our  Rainbow 1 Classroom (ages 12 to 23 months in September). Our pay is competitive and commensurate with experience. 

We offer a generous benefits package including:
-11 paid holidays
-Winter break between Christmas and New Years
-Two weeks vacation
-10 sick days 
-Comprehensive health, dental and disability insurance
-Matching contributions to a Simple IRA plan
-Longevity bonuses after three years.

Job Requirements:
-EEC Certification 
-Prior Experience, at least 2 years in an infant/toddler classroom
-Associates degree or higher preferred

At Bigelow, you'll discover an extraordinary opportunity to become a leader in a unique learning environment. We value differences and support diversity and inclusion. We provide equal employment opportunities to all individuals without discrimination.
"
121,Full Time EEC Certified Infant Teacher, (Somerville),Dec-18,https://boston.craigslist.org/gbs/edu/d/full-time-eec-certified-infant-teacher/6775565576.html,"
compensation: Competitive

employment type: full-time

","

QR Code Link to This Post


Bigelow is currently seeking an EEC certified Infant and Toddler Teacher for an 10:30-5:30 position in our Little Rainbow Classroom (ages 3 to 12 months in September). Our pay is competitive and commensurate with experience. We offer a generous benefits package including 11 paid holidays, three weeks vacation and 10 sick days upon hiring.  We also offer comprehensive health, dental and disability insurance as well as matching contributions to a Simple IRA plan.  Additionally, we offer longevity bonuses after three years.

Our infant room is amazing.  There are 6 infants on any given day with three teachers dedicated to the classroom.  We believe that even our very youngest children are competent, capable learners and are dedicated to the Reggio Emilia principles that teachers and families are important partners in learning.  

From the youngest of ages, we focus on citizenship and building a community of learners, keeping the children together for the whole year in order to bond and build friendships.  Our focus is on project based learning.  We use documentation as an important tool for self reflection for the children, education for the parents and assessment for the teachers.  

We are a NAEYC accredited early learning center serving children ages 3 months through 5 years. Our teachers are highly valued as partners in children's development. We have a focus on excellence and value leadership and self-starters who can share their knowledge and creativity. 

We are dedicated to helping children look beyond themselves and celebrate each other's differences. We foster a realization that we are all part of a larger community that must live and work together. Parents take an active role both in and out of the classroom.

We believe strongly in Vygotsky's theories of the importance of social emotional interaction and the belief that community plays a central role in how children make meaning of their world. 

Job Requirements:
-EEC Certification 
-Prior Experience in an infant classroom
-Associates degree or higher preferred

At Bigelow, you'll discover an extraordinary opportunity to become a leader in a unique learning environment. We value differences and support diversity and inclusion. We provide equal employment opportunities to all individuals without discrimination.
"
122,Extended Day Teacher (Early Childhood), (Somerville),Dec-18,https://boston.craigslist.org/gbs/edu/d/extended-day-teacher-early-childhood/6775561494.html,"
compensation: $15.00-$18.00 per hour based on experience

employment type: part-time

","

QR Code Link to This Post


Apply now to enjoy a highly-rewarding professional experience. We are seeking an EEC certified teacher for a 3:15 to 5:30 position as a co-teacher in our Toddler/Preschool Extended Day program. Our pay is competitive and commensurate with experience. We offer benefits including 11 paid holidays, vacation and sick days upon hiring.  Opportunity exists for additional hours.

We are a NAEYC accredited early learning center serving children ages 3 months through 5 years. Our teachers are highly valued as partners in children's development. We have a focus on excellence and value leadership and self-starters who can share their knowledge and creativity. 

We are dedicated to helping children look beyond themselves and celebrate each other's differences. We foster a realization that we are all part of a larger community that must live and work together. Parents take an active role both in and out of the classroom.

We are Reggio inspired and believe strongly in Vygotsky's theories of the importance of social emotional interaction and the belief that community plays a central role in how children make meaning of their world. 

Job Requirements:
EEC Certification 

At Bigelow, you'll discover an extraordinary opportunity to become a leader in a unique learning environment. We value differences and support diversity and inclusion. We provide equal employment opportunities to all individuals without discrimination.
"
123,Special Education Teacher - grades 6 - 7 (long term sub), (Boston),Dec-18,https://boston.craigslist.org/gbs/edu/d/boston-special-education-teacher-grades/6775416603.html,"
compensation: $53,000 to $70,000

employment type: full-time

","

QR Code Link to This Post


Be part of the Manville School's interdisciplinary educational team. Manville is a therapeutic day school serving students with social emotional, behavioral, neurological, and learning challenges.  The school integrates evidence based educational and clinical approaches to support students learning and social emotional skill development. 

Take over full classroom responsibilities for teacher maternity leave after co-teaching in classroom. Work on a 3-person classroom team with graduate student level assistant teacher and milieu counselor.  Responsibilities include curriculum planning and implementation, classroom management and organization, writing IEPs and quarterly reports.   

We offer excellent supervision, opportunities for professional development, competitive salaries and an excellent benefits package.  10-month school year and optional 20-day summer program.

Salary Range: $53,000 to $70,000.
"
124,Child Care Director - Newton," (Newton, MA)",Dec-18,https://boston.craigslist.org/gbs/edu/d/newton-upper-falls-child-care-director/6775391357.html,"
compensation: Based on Education & Experience

employment type: full-time

","

QR Code Link to This Post


Do you want serve as an educational leader where every day you can inspire--and be inspired? 

YOU CAN as a Center Director at Bright Horizons located in Newton, MA .
As a Director at Bright Horizons, you will find that every day brings something new. You'll have the opportunity to inspire teachers, nurture young minds and partner with families and clients to deliver world-class early care and education programs. 
You will have the opportunity to lead with HEART and maintain an inclusive and professional work environment that supports our commitment to excellence.  You will also be able to use your professional skills to support the day-to-day business of your center by marketing programs to the community, maintaining financial records and developing budgets. This essential role is important to maintaining our high standards for programming and creating a unique center culture and community. 
Click here to hear first-hand how our Center Directors are able to inspire--and be inspired each day at Bright Horizons.
Requirements:

High School Diploma/GED required
CDA or 9 credit hours/120 clock hours/12 CEUs required
Two to four years of professional teaching experience required
Must meet state requirements for education and experience, DEEC Director II qualified (Additional center/school requirements may apply)
Related early childhood education/child development Bachelor's degree preferred
 3 years Supervisory experience preferred

Our benefits include a competitive salary, career path opportunities, extensive health benefits, comprehensive tuition reimbursement, 401(k), commuter benefits, health club, home/auto insurance and cell phone discounts, and many more listed at  www.brighthorizons.com/careers. 
For more information about this position or other exciting opportunities at Bright Horizons, please click here https://jobs.brighthorizons.com/search-results/job-detail/79394BR or contact Wendi Farid at 603-223-7544.
Bright Horizons is dedicated to creating a workforce that promotes and supports diversity and inclusion.  We provide equal employment opportunities to all individuals without discrimination."
125,Hiring Massachusetts Certified Driver Education Instructor, (Servicing the North Shore),Dec-17,https://boston.craigslist.org/nos/edu/d/hiring-massachusetts-certified-driver/6775191858.html,"
compensation: Will discuss upon phone call

employment type: employee's choice

","

QR Code Link to This Post


Looking to hire a Massachusetts Certified Professional Driving Instructor.  We are licensed to train you to become a Mass. Certified Instructor, however, are looking to hire someone already certified with experience.  We need a professional instructor willing to teach classroom instruction, as well as on the road driving lessons.  We can discuss weekly hours and pay upon phone call.  However, have part time or full time positions available.  We have 5 locations servicing Gloucester, Rockport, Manchester by the Sea, Essex, Beverly, Danvers and Peabody. Check out our website: nicastrosdrivingschool.com or beverlydrivingschool.com. Please call or text if interested.  978.335.2713.    "
126,organizational tutoring, (Brookline),Dec-17,https://boston.craigslist.org/gbs/edu/d/brookline-organizational-tutoring/6775001615.html,"
compensation: US 20/hr

employment type: part-time

","

QR Code Link to This Post


Looking for an enthusiastic yet driven college student who has strong organizational skills to work with a middle school boy with his homework. The applicant should be able to teach strategies to organize, and complete homework tasks. Ideally 2 hrs/day for two or three days/week (Tues-Thur) may bring their own college homework.    "
127,Seeking House Manager to Work With Our Family!,N/A,Dec-17,https://boston.craigslist.org/gbs/edu/d/chestnut-hill-seeking-house-manager-to/6774942397.html,"
compensation: highly competitive, based on experience

employment type: full-time

","

QR Code Link to This Post


We are seeking a mature, flexible, positive-minded individual to work with our family in the role of Full Time House Assistant. You should be someone that views this as a career opportunity and is able to devote yourself to the job and make a LONG term commitment.

Hours for this position will typically be Monday through Friday from 10 am - 7 pm, but flexibility to change hours as circumstances arise will be necessary. You should be able to spend the summer weeks away with us at our vacation home on the Vineyard.

Some examples of responsibilities include: grocery shopping, running errands, pet care, meeting/interacting with vendors, light housekeeping, preparing for trips/packing, meal prep (and cooking kids' dinner), helping to set up our summer home and close up at the end of the season, and a variety of tasks that arise (changing light bulbs, setting up for a child's party, etc.).

There will be a variable amount of childcare with this role and driving kids to/from activities. While childcare will not be the main focus of this position, we do ask that you have past experience with kids as well as be comfortable in a home that has children with some special needs. Prior cooking experience necessary. 

You should be someone that is upbeat, patient, organized, flexible and has a sense of humor. It is important that you be someone that is a self-starter, has strong communication skills and accepts feedback well. 

Please include a resume when responding as well as pay history/expectations. Background check and references will be required, as will a clean driving record and CPR/First Aid certification. Applicants should have their own car (although they will use our car for the job).

We look forward to hearing from you!    "
128,Toddler Teacher, (Framingham),Dec-17,https://boston.craigslist.org/bmw/edu/d/framingham-toddler-teacher/6774820805.html,"
compensation: Depending on educational background and experience

employment type: part-time

non-profit organization

","

QR Code Link to This Post


We are seeking an enthusiastic, warm and experienced EEC Certified Toddler Teacher.  The position can be part time or full time, depending on the right candidate.  The successful candidate will work cooperatively with the Lead Teacher to implement curriculum, provide input concerning children's needs and developmental goals, and offer ideas to continually enhance the environment.

Circle of Friends Preschool and Children's Center, located in Framingham, is a private, non-profit, NAEYC-accredited early childhood center. With a staff of 25+ dedicated professional teachers, many of whom have been with the program for 10 years or more, Circle of Friends provides child-centered care and preschool education for children 2 months through 5 years.

Qualifications:

**Certified EEC Infant/Toddler Teacher/Lead Teacher Certification
**3 or more years experience
**Able to communicate professionally with other educators and families
**Have the ability to understand young children and find teaching and nurturing them a pleasure.
**Bachelor's degree preferred

The program is open between the hours of 7:30am and 6:00pm and teachers are scheduled to work during those hours. Weekly hours may vary slightly depending on the needs of the program.

"
129,Experienced EEC Certified Infant/ Toddler/ Preschool Teachers, (Everett),Dec-17,https://boston.craigslist.org/nos/edu/d/everett-experienced-eec-certified/6774786114.html,"
compensation: TBD

employment type: full-time

","

QR Code Link to This Post


We are looking for EEC certified toddler and preschool teachers to help us grow! Competitive wages! Great working environment that is supportive to the staff.


Interviews will be set up immediately and you may email your resume to childrensplayhouse@msn.com and/or please contact Michelle Diaz 617-387-5405. Phone calls are encouraged to talk more about the opportunities.

Benefit Package:

8 Sick/Personal Days 
Birthday off with pay after 1 year of employment 
14 Paid Holidays
Paid Snow Days 

Company offers employee health insurance benefits. We MATCH 50 % of the cost of the plan. Dental insurance is also offered to all employees after 3 months of service 

""Equal Opportunity Employer""    "
130,Great babysitters and nannies needed!,N/A,Dec-17,https://boston.craigslist.org/gbs/edu/d/great-babysitters-and-nannies-needed/6774764263.html,"
compensation: Set your own rates, and keep 100% of what you make!

employment type: employee's choice

","

QR Code Link to This Post












          
        
                               
       








                                       Why UrbanSitter?
                                    







                                    ✓
                                
Great pay and flexible hours. Top sitters earn over $1000 a week and set their own schedule. Nannies, we have great full-time jobs, too. Start building your business now.



                                    ✓
                                
Truly free. While other sites and agencies charge you a fee for membership or job leads, we don't You can really join UrbanSitter, get jobs and earn money all for free.



                                    ✓
                               A community of great families. UrbanSitter is a real-life community. When you join, you'll see how you're connected to families through other sitters, families and community groups.



                                    ✓
                                 Trust & Safety. We care about your trust and safety. Parents must verify their identity in order to book. Our Support Team is also available to help 7 days a week.










          
        
                               
       





Become an UrbanSitter babysitter today!
  








          
        
                               
       








                                       How do I get started?
                                    









                                    ✓
                                

Make a free profile: Tell us about your child care experience and where you'd like to work, then set your schedule and hourly rate. It's quick and easy!



                                    ✓
                                

Apply and accept jobs: Browse the Job Board to apply for positions, then accept jobs with a tap. Our app helps you job hunt on-the-go.



                                   ✓
                                

Get paid and keep 100%: You set your own hourly rates, decide which jobs to take and keep 100% of your wages. We don't take a cut. Period.










          
        
                               
       





Become an UrbanSitter babysitter today!
  









          
        
                               
       







 Babysitting with UrbanSitter is perfect if you're looking part-time work, jobs for college students, temporary work, seasonal work, or a full-time work. You set your own schedule and rates for ultimate flexibility. We welcome babysitters and nannies with a range of child care experience such as babysitting for neighbors and family, camp counselors, tutors, soccer coaches, swimming coaches, preschool teachers, substitute teachers, music teachers, daycare teachers, daycare workers, early childhood development students, nursing students, education students, grad students, undergraduate students. Additional keywords: babysitting jobs, babysitter job, babysitter, baby sitter, babysitting, nanny, nanny jobs, nanny for hire, nannying, au pair, au pair jobs, childcare jobs, child care jobs, child care, childcare, part-time job, temp work, work with kids, daycare job, daycare jobs, day care job, day care jobs, afterschool care, after school care. Click to babysit with UrbanSitter.






"
131,Infant/Toddler Teacher,N/A,Dec-17,https://boston.craigslist.org/nwb/edu/d/methuen-infant-toddler-teacher/6774613240.html,"
compensation: pay range starts at $12/hr based on qualifications.

employment type: full-time

","

QR Code Link to This Post


We are looking for an experienced and dedicated full time Infant/toddler teacher.  The qualifications needed are infant / toddler / preschool certified, full-time hours, flexible scheduling, ECE degree, and happy, engaging personality.  Please contact with resume and state certifications.    "
132,"**TUTORS NEEDED NOW: SET YOUR HOURS, IN-PERSON & ONLINE, GREAT PAY**", (Boston and Surrounding Suburbs),Dec-17,https://boston.craigslist.org/gbs/edu/d/tutors-needed-now-set-your-hours-in/6774577234.html,"
compensation: Great pay - earnings paid twice a week

employment type: contract

","

QR Code Link to This Post


Varsity Tutors is recruiting for private tutors across all subjects and test prep. Tutors have the convenience of working with students in-person or online, and are paid twice a week.


 Work as a private tutor today! 





Learn more and start earning!


There are multiple ways for tutors to earn while tutoring on the Varsity Tutors platform:

 Online Tutoring: use the Varsity Tutors online tutoring platform to tutor anywhere and at any time
 On-Demand Tutoring (Instant Tutoring): no need to schedule sessions ahead of time - simply take on opportunities as they arise
 In-Person Tutoring: many students are looking for tutoring across multiple subjects


Tutors are independent contractors and have the freedom to use their own teaching styles and methods. 


Tutoring opportunities include: ACT, SAT, Spanish, Physics, Chemistry, Calculus, Algebra, Mandarin Chinese, Statistics, Geometry, Algebra Tutor, Elementary Math, Elementary School Subjects, Middle School Subjects, High School Subjects, College Subjects, Precalculus, Stats Tutorials, Trigonometry, Math, Science, Accounting, Advanced Placement, AP coaches, Anatomy, Biology Instructor, Chemistry Instructors, Computer Science Teachers, Economics, Engineering, English Teacher, ESL, EFL, Finance, French lesson, German lessons, GMAT, GRE, History, HSPT, International Baccalaureate courses, IB Class, Part-Time Classes, ISEE, Japanese Instruction, Latin coach, LSAT, MCAT preparation, Organic Chemistry, Biochemistry, Phonics Assistant, Physics Professors, PSAT, Reading tutorial, SSAT, TACHS, Test Prep, Writing Professor, Computer Science course, Online Subjects, Part Time Tutors, Special Education.  Professional Certification Exams including: CFA, CPA, USMLE, Bar Exam, Exam P-Probability, Exam FM-Financial Mathematics, Exam IFM-Investment and Financial Markets, Exam LTAM-Long-Term Actuarial Mathematics, Exam STAM-Short-Term Actuarial Mathematics, Exam SRM-Statistics for Risk Modeling, Exam PA-Predictive Analytics, CIMA, CFP, CAIA, FRM, SIE, NBDE, DAT, PCAT, OAT, COMLEX, PMP, Certified ScrumMaster, Six Sigma, Series 3, Series 5, Series 6, Series 7, Series 11, Series 15, Series 17, Series 22, Series 30, Series 31, Series 32, Series 37, Series 38, Series 42, Series 44, Series 47, Series 52, Series 55, Series 56, Series 57, Series 62, Series 63, Series 65, Series 66, Series 72, Series 79, Series 82, Series 86, Series 87, Series 99, Series 4, Series 9, Series 10, Series 12, Series 14, Series 14A, Series 16, Series 23, Series 24, Series 26, Series 27, Series 28, Series 39, Series 51, Series 52.

  
Suburbs where we're seeking tutors include: Framingham, Andover, Wellesley, Natick, Brookline, Massachusetts, Newburyport, Central Falls, Melrose, Gloucester, Franklin, Watertown, Woburn, Everett, Marlborough, Beverly, Fitchburg, Leominster, Salem, Chelsea, Attleboro, Woonsocket, Methuen, East Providence, Peabody, Medford, Malden, Taunton, Revere, Waltham, Haverhill, Lawrence, Pawtucket, Somerville, Cranston, Newton, Warwick, Nashua, Lynn, Fall River, New Bedford, Quincy, Brockton, Lowell, Cambridge, Westminster, Providence, Worcester, Boston

These tutoring opportunities can be a great fit for people searching for: tutoring jobs, tutor jobs, test prep tutoring, online tutoring jobs, online tutor jobs, tutoring jobs for teachers, tutoring jobs for college students, tutoring jobs for college graduates, flexible tutoring jobs, tutoring work, tutoring gigs, academic tutoring jobs, K-12 tutoring jobs, math tutoring jobs, science tutoring jobs, independent tutoring work, professional certifications tutoring
"
133,Make Your Impact with NYC Teaching Fellows," (New York, NY)",Dec-17,https://boston.craigslist.org/gbs/edu/d/new-york-city-make-your-impact-with-nyc/6774572162.html,"
compensation: -

employment type: full-time

","

QR Code Link to This Post


Subject: Socially-Minded  Professionals Needed: Make Your Impact with NYC Teaching Fellows 
Join a network of over 9,000 educators  committed to creating a better future for the New York City students that need  them most. 
What  is The NYC Teaching Fellows Program? 
  The NYC Teaching Fellows is preparing a  critical mass of exceptional teachers committed to a better future for NYC  students. This means our teachers go where they're needed the most - they teach  in high-need communities; at schools with high populations of students with  disabilities or English language learners; and in the Bronx where schools  struggle to attract and retain quality educators. We know that when there are strong  leaders are in the classroom, all students - no matter their circumstances -  can achieve and succeed.
Fellows who successfully complete our  rigorous training program become full-time teachers within a few months of  enrolling. They participate in an innovative, practice-based summer training  program and then earn a subsidized master's degree in education while teaching  in a New York City public school. Fellows train to teach in subject areas  including math, science, special education, and bilingual education.  
Who We  Look For 
  There is no one profile of an ideal candidate. You may have built a successful career in business or  engineering and now wish to give back as a teacher. You could be a high-achieving recent graduate who majored in economics who now wants to share your passion for these subjects with NYC  students. Whatever your background, you believe that every student can achieve at a high-level and will do whatever it takes to help them get there.  We  look for candidates who:

Believe in social justice. You want to address  and rectify the inequalities plaguing students' communities.
Crave feedback. You strive to be the best you can be at any challenge you undertake.
Understand the  power of practice. You work deliberately to perfect new techniques.
Think on your feet. You can quickly devise solutions to unexpected challenges.
Want to work hard and have fun. You bring passion and joy to your work, inspiring  achievement and a real love of learning. 

No  prior teaching experience or education coursework is necessary. 
How to  Apply 
  The online  application is currently open. Submit your application by January 23, 2019 and take the first step towards a rewarding teaching career. 
BRING YOUR BEST. TEACH. www.nycteachingfellows.org
The New York  City Department of Education is an Equal Opportunity Employer.  "
